0.90576,0.49586,0.48067,0.9683,0.14793,0.45798,0.055418,0.67862,0.7641,0.95138,0.41174,0.078131,0.48101
0.32202,0.25141,0.098466,0.89812,0.45767,0.16982,0.89718,0.87299,0.96611,0.47621,0.46182,0.39431,0.33812
0.98816,0.9157,0.90574,0.13566,0.086114,0.8679,0.19638,0.98828,0.91152,0.54502,0.54751,0.58911,0.7958
0.54048,0.1901,0.28523,0.18015,0.060595,0.74535,0.88369,0.40143,0.70423,0.19536,0.94023,0.57862,0.17143
0.61243,0.57741,0.67779,0.1963,0.2884,0.87202,0.32377,0.12775,0.92714,0.55003,0.92038,0.97369,0.90198
0.95511,0.99737,0.34508,0.41848,0.13014,0.70756,0.22844,0.91634,0.14641,0.16354,0.67147,0.70337,0.89233
0.97052,0.61926,0.87595,0.63027,0.49318,0.63422,0.45033,0.010929,0.15764,0.96054,0.0046416,0.89734,0.89452
0.044843,0.10013,0.11934,0.87336,0.013791,0.40424,0.12467,0.99885,0.90402,0.16097,0.42496,0.58163,0.20265
0.27081,0.56818,0.90564,0.24785,0.32862,0.3162,0.65144,0.47199,0.45082,0.50345,0.78422,0.1139,0.5234
0.58432,0.053448,0.40519,0.14806,0.65773,0.26823,0.0103,0.055281,0.46643,0.59841,0.42321,0.74536,0.97722
0.98492,0.34166,0.24584,0.029494,0.50514,0.76711,0.55437,0.15657,0.1913,0.82214,0.83442,0.92042,0.31969
0.79779,0.18169,0.66399,0.15992,0.83304,0.62958,0.88143,0.40336,0.15484,0.38571,0.27854,0.78097,0.18297
0.70081,0.91713,0.24572,0.263,0.34565,0.84055,0.80742,0.54367,0.93382,0.75647,0.98805,0.15602,0.7378
0.18465,0.69143,0.83956,0.64271,0.25787,0.92029,0.064143,0.95164,0.71443,0.72285,0.31721,0.010251,0.53023
0.70959,0.67587,0.37128,0.0015699,0.38293,0.13157,0.28007,0.85286,0.37921,0.9757,0.41345,0.91145,0.90316
0.71168,0.48752,0.02982,0.54397,0.39068,0.11978,0.84265,0.30986,0.68845,0.65726,0.9569,0.029495,0.12833
0.63187,0.8159,0.78438,0.37646,0.23597,0.17299,0.35616,0.84019,0.65885,0.6843,0.66559,0.71301,0.95067
0.73416,0.39812,0.9107,0.031731,0.98329,0.8201,0.01871,0.62643,0.48026,0.73456,0.33225,0.65857,0.43399
0.35835,0.77756,0.88472,0.86623,0.70755,0.027587,0.53913,0.27355,0.42914,0.24712,0.18922,0.95362,0.0822
0.11425,0.79259,0.82445,0.93767,0.30466,0.91004,0.29091,0.51232,0.014673,0.99028,0.89072,0.20673,0.09461
0.15415,0.72247,0.18963,0.54968,0.18865,0.93951,0.9434,0.7759,0.23422,0.94528,0.83501,0.18825,0.45241
0.12262,0.52319,0.18442,0.15241,0.39594,0.36013,0.34899,0.63163,0.47168,0.55362,0.44151,0.14812,0.29851
0.96397,0.76792,0.24331,0.60733,0.78527,0.55324,0.88783,0.15364,0.8525,0.92536,0.69403,0.54283,0.76051
0.24531,0.45038,0.28204,0.8231,0.22743,0.075829,0.2377,0.30636,0.022509,0.84602,0.49774,0.13704,0.15084
0.23753,0.64438,0.96419,0.85604,0.67314,0.24289,0.94265,0.97542,0.045952,0.058416,0.6246,0.88936,0.87908
0.92276,0.89716,0.87,0.33922,0.39716,0.9556,0.59043,0.40781,0.2848,0.54253,0.48294,0.27278,0.0098841
0.017431,0.81376,0.98797,0.54307,0.6483,0.023077,0.29044,0.5472,0.19512,0.39186,0.43666,0.93061,0.16072
0.21036,0.22638,0.55244,0.91542,0.06353,0.50197,0.59875,0.9862,0.96977,0.67107,0.088031,0.33563,0.02574
0.50244,0.81914,0.041804,0.22405,0.39938,0.68296,0.67408,0.19822,0.086615,0.97466,0.6759,0.51031,0.83428
0.51667,0.86684,0.49387,0.94472,0.89157,0.74641,0.81968,0.79079,0.77658,0.21544,0.27377,0.42258,0.35662
0.86552,0.70679,0.14515,0.75987,0.87081,0.010862,0.026755,0.87199,0.9506,0.27619,0.94791,0.12417,0.99459
0.93221,0.2146,0.77566,0.25072,0.40086,0.95115,0.084091,0.58989,0.92363,0.97689,0.94427,0.15502,0.0048337
0.90731,0.5411,0.9383,0.20621,0.35567,0.58171,0.68608,0.944,0.90576,0.27602,0.34212,0.93816,0.89925
0.39249,0.8904,0.64947,0.13911,0.76822,0.068652,0.50483,0.58769,0.13829,0.48398,0.71736,0.9877,0.22293
0.554,0.98001,0.30816,0.70778,0.77381,0.033864,0.97719,0.091759,0.051159,0.77568,0.42678,0.59532,0.23694
0.79542,0.33634,0.10918,0.82662,0.53547,0.033297,0.97176,0.78457,0.042193,0.28966,0.21306,0.21619,0.54308
0.90398,0.95679,0.39733,0.67703,0.072825,0.5961,0.70321,0.42401,0.13077,0.85198,0.71123,0.53319,0.88079
0.70942,0.99721,0.099489,0.94365,0.25107,0.86398,0.095919,0.49159,0.53495,0.94576,0.36664,0.95613,0.62824
0.31324,0.14308,0.8308,0.84575,0.66154,0.4833,0.0074664,0.18128,0.45209,0.59563,0.24862,0.21503,0.36956
0.012396,0.25837,0.0040055,0.93392,0.47327,0.67029,0.17532,0.72881,0.48818,0.66422,0.61835,0.019055,0.93306
0.87582,0.10194,0.098317,0.54759,0.88176,0.89498,0.58894,0.87844,0.7476,0.26908,0.90233,0.88986,0.40318
0.9519,0.49151,0.11726,0.062599,0.71887,0.17786,0.30742,0.33191,0.12729,0.045909,0.07195,0.085668,0.076783
0.070427,0.16636,0.43956,0.18191,0.95188,0.59027,0.064784,0.28256,0.29333,0.86947,0.49249,0.42891,0.047993
0.86918,0.3826,0.35512,0.2487,0.98216,0.59728,0.91466,0.46273,0.69692,0.2419,0.53941,0.53117,0.036435
0.32075,0.59347,0.24165,0.18826,0.18866,0.71886,0.0239,0.27948,0.9552,0.66342,0.14693,0.63063,0.85159
0.311,0.10441,0.48854,0.16116,0.18009,0.61411,0.80536,0.70337,0.98798,0.87191,0.22472,0.40866,0.98936
0.12798,0.35082,0.23476,0.99078,0.36018,0.72112,0.81999,0.94056,0.93612,0.15838,0.14798,0.30382,0.15088
0.26253,0.95134,0.62624,0.81983,0.59024,0.1732,0.62075,0.81607,0.99848,0.61678,0.98199,0.37605,0.48189
0.77219,0.96971,0.27403,0.49171,0.92469,0.99175,0.88501,0.85436,0.041816,0.78571,0.59647,0.12472,0.89468
0.59296,0.92245,0.48723,0.13123,0.002755,0.10919,0.58856,0.87464,0.84489,0.64065,0.96071,0.97903,0.39408
0.22075,0.47921,0.10823,0.096081,0.92487,0.17097,0.012883,0.69582,0.27343,0.33446,0.55365,0.14736,0.3286
0.80748,0.30201,0.0028049,0.8546,0.17566,0.47104,0.74508,0.032278,0.42456,0.50516,0.33576,0.59309,0.82571
0.99015,0.097076,0.81754,0.82053,0.03181,0.4141,0.79708,0.47666,0.24195,0.25768,0.56185,0.46233,0.51534
0.30032,0.0051801,0.8291,0.11507,0.45795,0.59416,0.20468,0.32501,0.18114,0.3818,0.050352,0.2166,0.78841
0.48216,0.92345,0.63618,0.053935,0.93128,0.34154,0.55757,0.42899,0.27474,0.6518,0.21242,0.32924,0.51786
0.59855,0.079971,0.33845,0.58881,0.17369,0.079425,0.84896,0.86186,0.20267,0.015225,0.26965,0.36275,0.33123
0.78936,0.97703,0.96805,0.0056038,0.34182,0.57522,0.77829,0.018931,0.23521,0.11013,0.81917,0.7322,0.92273
